AptamerId,SeqId,Type,Target,SomaId,TargetFullName,UniProt,IsIn1310Panel,IsIn1129Panel,note,PlasmaDilution,SerumDilution
4314-12,4314-12_2,Protein,XTP3A,SL011809,dCTP pyrophosphatase 1,Q9H773,1,1,common,40,1
2878-66,2878-66_2,Protein,YES,SL006372,Tyrosine-protein kinase Yes,P07947,1,1,common,40,40
4476-22,4476-22_2,Protein,ZAP70,SL010519,Tyrosine-protein kinase ZAP-70,P43403,1,1,common,40,1
2879-9,2879-9_2,Protein,a1-Antichymotrypsin,SL000248,Alpha-1-antichymotrypsin,P01011,1,1,common,0.005,0.005
3580-25,3580-25_8,Protein,a1-Antitrypsin,SL000249,Alpha-1-antitrypsin,P01009,1,1,common,0.005,0.005
3024-18,3024-18_2,Protein,a2-Antiplasmin,SL000250,Alpha-2-antiplasmin,P08697,1,1,common,0.005,0.005
3581-53,3581-53_3,Protein,a2-HS-Glycoprotein,SL000251,Alpha-2-HS-glycoprotein,P02765,1,1,common,0.005,0.005
3708-62,3708-62_1,Protein,a2-Macroglobulin,SL000252,Alpha-2-macroglobulin,P01023,1,1,common,1,1
4153-11,4153-11_2,Protein,alpha-1-antichymotrypsin complex,SL018548,Alpha-1-antichymotrypsin complex,P01011,1,1,common,0.005,0.005
3171-57,3171-57_2,Protein,amyloid precursor protein,SL004469,Amyloid beta A4 protein,P05067,1,1,common,1,0.005
4960-72,4960-72_1,Protein,annexin I,SL004208,Annexin A1,P04083,1,1,common,40,1
4961-17,4961-17_1,Protein,annexin II,SL004209,Annexin A2,P07355,1,1,common,40,40
5335-73,5335-73_3,Protein,annexin VI,SL003647,Annexin A6,P08133,1,1,common,40,40
3486-58,3486-58_2,Protein,b-ECGF,SL000299,Fibroblast growth factor 1,P05230,1,1,common,40,40
2558-51,2558-51_3,Protein,b-Endorphin,SL000300,Beta-endorphin,P01189,1,1,common,40,40
3485-28,3485-28_2,Protein,b2-Microglobulin,SL000283,Beta-2-microglobulin,P61769,1,1,common,0.005,0.005
3025-50,3025-50_1,Protein,bFGF,SL000004,Fibroblast growth factor 2,P09038,1,1,common,40,40
5246-64,5246-64_3,Protein,cGMP-stimulated PDE,SL005730,"cGMP-dependent 3',5'-cyclic phosphodiesterase",O00408,1,1,common,1,1
4973-18,4973-18_1,Protein,cIAP-2,SL003728,Baculoviral IAP repeat-containing protein 3,Q13489,1,1,common,40,40
5339-49,5339-49_3,Protein,calgranulin B,SL004477,Protein S100-A9,P06702,1,1,common,40,40
5264-65,5264-65_3,Protein,calreticulin,SL003520,Calreticulin,P27797,1,1,common,40,1
4970-55,4970-55_1,Protein,carbonic anhydrase II,SL000339,Carbonic anhydrase 2,P00918,1,1,common,40,40
3666-17,3666-17_4,Protein,complement factor H-related 5,SL006830,Complement factor H-related protein 5,Q9BXR6,1,1,common,0.005,0.005
2974-61,2974-61_2,Protein,contactin-1,SL004855,Contactin-1,Q12860,1,1,common,0.005,1
4122-12,4122-12_2,Protein,discoidin domain receptor 1,SL004119,Epithelial discoidin domain-containing receptor 1,Q08345,1,1,common,40,40
3538-26,3538-26_1,Protein,dopa decarboxylase,SL009216,Aromatic-L-amino-acid decarboxylase,P20711,1,1,common,40,40
2612-5,2612-5_2,Protein,eIF-5,SL004759,Eukaryotic translation initiation factor 5,P55010,1,1,common,40,40
2620-4,2620-4_2,Protein,"gp130, soluble",SL003872,Interleukin-6 receptor subunit beta,P40189,1,1,common,1,1
3440-7,3440-7_2,Protein,granzyme A,SL004298,Granzyme A,P12544,1,1,common,40,40
4450-26,4450-26_2,Protein,hnRNP A/B,SL009791,Heterogeneous nuclear ribonucleoprotein A/B,Q99729,1,1,common,1,1
5351-52,5351-52_3,Protein,hnRNP A2/B1,SL004891,Heterogeneous nuclear ribonucleoproteins A2/B1,P22626,1,1,common,1,1
4994-178,4994-178_1,Protein,hnRNP K,SL002756,Heterogeneous nuclear ribonucleoprotein K,P61978,1,1,common,40,40
2683-1,2683-1_2,Protein,iC3b,SL000456,"Complement C3b, inactivated",P01024,1,1,common,0.005,0.005
3199-54,3199-54_2,Protein,kallikrein 12,SL003916,Kallikrein-12,Q9UKR0,1,1,common,40,1
3200-49,3200-49_2,Protein,kallikrein 13,SL003918,Kallikrein-13,Q9UKR3,1,1,common,40,40
3681-87,3681-87_3,Protein,kallikrein 14,SL003919,Kallikrein-14,Q9P0G3,1,1,common,1,1
3201-49,3201-49_2,Protein,kallikrein 5,SL003863,Kallikrein-5,Q9Y337,1,1,common,40,0.005
2834-54,2834-54_1,Protein,kallikrein 8,SL003915,Kallikrein-8,O60259,1,1,common,40,40
3719-2,3719-2_2,Protein,p27Kip1,SL000076,Cyclin-dependent kinase inhibitor 1B,P46527,1,1,common,40,40
3831-21,3831-21_1,Protein,pTEN,SL003761,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",P60484,1,1,common,40,40
4261-55,4261-55_2,Protein,paraoxonase 1,SL005493,Serum paraoxonase/arylesterase 1,P27169,1,1,common,40,40
5020-50,5020-50_1,Protein,phosphoglycerate kinase 1,SL003653,Phosphoglycerate kinase 1,P00558,1,1,common,40,1
4276-10,4276-10_2,Protein,prostatic binding protein,SL005358,Phosphatidylethanolamine-binding protein 1,P30086,1,1,common,1,1
3046-31,3046-31_1,Protein,resistin,SL004260,Resistin,Q9HD89,1,1,common,1,1
5028-59,5028-59_1,Protein,sCD163,SL005764,Scavenger receptor cysteine-rich type 1 protein M130,Q86VB7,1,1,common,1,1
3143-3,3143-3_1,Protein,sCD4,SL002524,T-cell surface glycoprotein CD4,P01730,1,1,common,40,40
3470-1,3470-1_2,Protein,sE-Selectin,SL001945,E-selectin,P16581,1,1,common,1,1
2841-13,2841-13_2,Protein,sFRP-3,SL004650,Secreted frizzled-related protein 3,Q92765,1,1,common,1,1
4342-10,4342-10_3,Protein,sICAM-1,SL002922,Intercellular adhesion molecule 1,P05362,1,1,common,1,1
2649-77,2649-77_2,Protein,sICAM-3,SL003178,Intercellular adhesion molecule 3,P32942,1,1,common,40,40
5124-69,5124-69_3,Protein,sICAM-5,SL005169,Intercellular adhesion molecule 5,Q9UMF0,1,1,common,1,1
4831-4,4831-4_2,Protein,sL-Selectin,SL002823,L-Selectin,P14151,1,1,common,0.005,0.005
5400-52,5400-52_3,Protein,sLeptin R,SL003184,Leptin receptor,P48357,1,1,common,1,1
4125-52,4125-52_2,Protein,sRAGE,SL003680,"Advanced glycosylation end product-specific receptor, soluble",Q15109,1,1,common,1,1
2917-3,2917-3_2,Protein,sRANKL,SL002541,Tumor necrosis factor ligand superfamily member 11,O14788,1,1,common,40,40
2844-53,2844-53_2,Protein,sTie-1,SL003199,"Tyrosine-protein kinase receptor Tie-1, soluble",P35590,1,1,common,1,1
3773-15,3773-15_4,Protein,sTie-2,SL003200,"Angiopoietin-1 receptor, soluble",Q02763,1,1,common,40,40
2652-15,2652-15_1,Protein,suPAR,SL002506,Urokinase plasminogen activator surface receptor,Q03405,1,1,common,40,1
2212-69,2212-69_1,Protein,tPA,SL000053,Tissue-type plasminogen activator,P00750,1,1,common,1,1
4304-18,4304-18_2,Protein,"transcription factor MLR1, isoform CRA_b",SL006698,Ligand-dependent nuclear receptor corepressor-like protein,Q8N3X6,1,1,common,40,40
4158-54,4158-54_2,Protein,uPA,SL000613,Urokinase-type plasminogen activator,P00749,1,1,common,40,40
3050-7,3050-7_2,Protein,vWF,SL000017,von Willebrand factor,P04275,1,1,common,0.005,0.005
5867-60,5867-60_3,Protein,ARGI1,SL008008,Arginase-1,P05089,1,0,replaced,40,40
2850-3,2850-3_2,Protein,ARGI1,SL008008,Arginase-1,P05089,0,1,replaced,40,40
5452-71,5452-71_3,Protein,ASGR1,SL008835,Asialoglycoprotein receptor 1,P07306,1,0,replaced,40,1
3876-15,3876-15_2,Protein,ASGR1,SL008835,Asialoglycoprotein receptor 1,P07306,0,1,replaced,40,40
8467-9,8467-9_3,Protein,Activin AB,SL004837,Inhibin beta A chain:Inhibin beta B chain heterodimer,P08476 P09529,1,0,replaced,40,40
4383-97,4383-97_1,Protein,Activin AB,SL004837,Inhibin beta A chain:Inhibin beta B chain heterodimer,P08476 P09529,0,1,replaced,40,40
8459-10,8459-10_3,Protein,BMP-6,SL003993,Bone morphogenetic protein 6,P22004,1,0,replaced,40,1
3736-60,3736-60_3,Protein,BMP-6,SL003993,Bone morphogenetic protein 6,P22004,0,1,replaced,40,1
5803-24,5803-24_3,Protein,C3d,SL003362,Complement C3d fragment,P01024,1,0,replaced,0.005,0.005
4875-73,4875-73_1,Protein,C3d,SL003362,Complement C3d fragment,P01024,0,1,replaced,40,40
5807-77,5807-77_3,Protein,CD70,SL007195,CD70 antigen,P32970,1,0,replaced,40,40
5317-3,5317-3_3,Protein,CD70,SL007195,CD70 antigen,P32970,0,1,replaced,1,1
5456-59,5456-59_2,Protein,CNDP1,SL006694,Beta-Ala-His dipeptidase,Q96KN2,1,0,replaced,0.005,0.005
3604-6,3604-6_4,Protein,CNDP1,SL006694,Beta-Ala-His dipeptidase,Q96KN2,0,1,replaced,1,1
5457-5,5457-5_2,Protein,COLEC12,SL007471,Collectin-12,Q5KU26,1,0,replaced,40,40
3665-64,3665-64_3,Protein,COLEC12,SL007471,Collectin-12,Q5KU26,0,1,replaced,40,1
5508-62,5508-62_3,Protein,Cathepsin D,SL000344,Cathepsin D,P07339,1,0,replaced,0.005,0.005
3180-46,3180-46_2,Protein,Cathepsin D,SL000344,Cathepsin D,P07339,0,1,replaced,0.005,0.005
8465-52,8465-52_3,Protein,Cathepsin H,SL000346,Cathepsin H,P09668,1,0,replaced,40,40
3737-6,3737-6_3,Protein,Cathepsin H,SL000346,Cathepsin H,P09668,0,1,replaced,1,1
5810-25,5810-25_3,Protein,Cripto,SL005155,Teratocarcinoma-derived growth factor 1,P13385,1,0,replaced,40,40
2672-60,2672-60_1,Protein,Cripto,SL005155,Teratocarcinoma-derived growth factor 1,P13385,0,1,replaced,40,40
5460-60,5460-60_3,Protein,DEAD-box protein 19B,SL004750,ATP-dependent RNA helicase DDX19B,Q9UMR2,1,0,replaced,40,40
3104-8,3104-8_2,Protein,DEAD-box protein 19B,SL004750,ATP-dependent RNA helicase DDX19B,Q9UMR2,0,1,replaced,40,40
5879-51,5879-51_3,Protein,Dynactin subunit 2,SL009207,Dynactin subunit 2,Q13561,1,0,replaced,1,1
4210-19,4210-19_2,Protein,Dynactin subunit 2,SL009207,Dynactin subunit 2,Q13561,0,1,replaced,40,40
5882-34,5882-34_2,Protein,EF-1-beta,SL005685,Elongation factor 1-beta,P24534,1,0,replaced,40,40
3882-10,3882-10_1,Protein,EF-1-beta,SL005685,Elongation factor 1-beta,P24534,0,1,replaced,40,40
5813-58,5813-58_3,Protein,Epo,SL000408,Erythropoietin,P01588,1,0,replaced,40,40
3492-58,3492-58_1,Protein,Epo,SL000408,Erythropoietin,P01588,0,1,replaced,40,40
5437-63,5437-63_3,Rat Protein,FABP,SL001774,"Fatty acid-binding protein, heart",P05413,1,0,replaced,1,1
4696-2,4696-2_2,Protein,FABP,SL001774,"Fatty acid-binding protein, heart",P05413,0,1,replaced,40,40
5934-1,5934-1_3,Protein,Ferritin,SL000420,Ferritin,P02794 P02792,1,0,replaced,1,1
3031-66,3031-66_1,Protein,Ferritin,SL000420,Ferritin,P02794 P02792,0,1,replaced,0.005,0.005
5462-62,5462-62_3,Protein,Ficolin-3,SL002086,Ficolin-3,O75636,1,0,replaced,0.005,0.005
3811-1,3811-1_2,Protein,Ficolin-3,SL002086,Ficolin-3,O75636,0,1,replaced,1,1
5463-22,5463-22_3,Protein,GAS1,SL000658,Growth arrest-specific protein 1,P54826,1,0,replaced,1,1
3190-43,3190-43_1,Protein,GAS1,SL000658,Growth arrest-specific protein 1,P54826,0,1,replaced,40,40
5526-53,5526-53_3,Protein,GITR,SL004859,Tumor necrosis factor receptor superfamily member 18,Q9Y5U5,1,0,replaced,40,40
5079-11,5079-11_3,Protein,GITR,SL004859,Tumor necrosis factor receptor superfamily member 18,Q9Y5U5,0,1,replaced,40,40
5465-32,5465-32_3,Protein,H6ST1,SL014129,Heparan-sulfate 6-O-sulfotransferase 1,O60243,1,0,replaced,1,1
4552-13,4552-13_2,Protein,H6ST1,SL014129,Heparan-sulfate 6-O-sulfotransferase 1,O60243,0,1,replaced,40,40
5900-11,5900-11_2,Protein,HINT1,SL009431,Histidine triad nucleotide-binding protein 1,P49773,1,0,replaced,40,40
3886-72,3886-72_1,Protein,HINT1,SL009431,Histidine triad nucleotide-binding protein 1,P49773,0,1,replaced,40,40
5903-91,5903-91_2,Protein,HSP70 protein 8,SL004899,Heat shock cognate 71 kDa protein,P11142,1,0,replaced,1,1
4228-37,4228-37_2,Protein,HSP70 protein 8,SL004899,Heat shock cognate 71 kDa protein,P11142,0,1,replaced,40,40
2989-17,2989-17_2,Protein,IFN-g,SL001802,Interferon gamma,P01579,0,1,replaced,40,40
14147-50,14147-50_3,Protein,IFN-g,SL001802,Interferon gamma,P01579,1,0,replaced,40,40
5825-49,5825-49_3,Protein,IFN-g R1,SL000458,Interferon gamma receptor 1,P15260,1,0,replaced,40,40
3716-63,3716-63_2,Protein,IFN-g R1,SL000458,Interferon gamma receptor 1,P15260,0,1,replaced,40,40
8469-41,8469-41_3,Protein,IGFBP-2,SL000466,Insulin-like growth factor-binding protein 2,P18065,1,0,replaced,0.005,0.005
2570-72,2570-72_5,Protein,IGFBP-2,SL000466,Insulin-like growth factor-binding protein 2,P18065,0,1,replaced,1,1
2455-17,2455-17_4,Protein,IL-12,SL001716,Interleukin-12,"P29459,  P29460",0,1,replaced,40,40
10367-62,10367-62_3,Protein,IL-12,SL001716,Interleukin-12,"P29459,  P29460",1,0,replaced,40,40
9170-24,9170-24_3,Protein,IL-17,SL001713,Interleukin-17A,Q16552,1,0,replaced,40,40
3498-53,3498-53_2,Protein,IL-17,SL001713,Interleukin-17A,Q16552,0,1,replaced,40,40
4494-63,4494-63_2,Protein,IL-23,SL005184,Interleukin-23,"P29460, Q9NPF7",0,1,replaced,40,40
10365-132,10365-132_3,Protein,IL-23,SL005184,Interleukin-23,"P29460, Q9NPF7",1,0,replaced,40,40
3741-4,3741-4_3,Protein,IL-5,SL000481,Interleukin-5,P05113,0,1,replaced,40,1
11071-1,11071-1_3,Protein,IL-5,SL000481,Interleukin-5,P05113,1,0,replaced,40,40
3700-15,3700-15_4,Protein,IgG,SL000467,Immunoglobulin G,P01857,0,1,replaced,0.005,0.005
2744-57,2744-57_2,Protein,IgG,SL000467,Immunoglobulin G,P01857,1,0,replaced,0.005,0.005
5837-49,5837-49_3,Protein,LIF sR,SL004714,Leukemia inhibitory factor receptor,P42702,1,0,replaced,40,40
4919-56,4919-56_2,Protein,LIF sR,SL004714,Leukemia inhibitory factor receptor,P42702,0,1,replaced,40,40
8484-24,8484-24_3,Protein,Leptin,SL000498,Leptin,P41159,1,0,replaced,1,1
2575-5,2575-5_5,Protein,Leptin,SL000498,Leptin,P41159,0,1,replaced,40,1
5470-69,5470-69_2,Protein,MED-1,SL010328,Mediator of RNA polymerase II transcription subunit 1,Q15648,1,0,replaced,1,1
3892-21,3892-21_2,Protein,MED-1,SL010328,Mediator of RNA polymerase II transcription subunit 1,Q15648,0,1,replaced,40,40
8479-4,8479-4_3,Protein,MMP-10,SL000645,Stromelysin-2,P09238,1,0,replaced,40,40
3743-1,3743-1_2,Protein,MMP-10,SL000645,Stromelysin-2,P09238,0,1,replaced,40,40
9172-69,9172-69_3,Protein,MMP-8,SL000526,Neutrophil collagenase,P22894,1,0,replaced,40,1
2954-56,2954-56_2,Protein,MMP-8,SL000526,Neutrophil collagenase,P22894,0,1,replaced,1,1
5843-60,5843-60_3,Protein,NG36,SL003542,Histone-lysine N-methyltransferase EHMT2,Q96KQ7,1,0,replaced,1,1
2957-21,2957-21_2,Protein,NG36,SL003542,Histone-lysine N-methyltransferase EHMT2,Q96KQ7,0,1,replaced,40,40
5542-22,5542-22_2,Protein,NRP1,SL006397,Neuropilin-1,O14786,1,0,replaced,0.005,0.005
3214-3,3214-3_2,Protein,NRP1,SL006397,Neuropilin-1,O14786,0,1,replaced,0.005,0.005
5846-24,5846-24_3,Protein,Noggin,SL004683,Noggin,Q13253,1,0,replaced,40,1
2735-6,2735-6_4,Protein,Noggin,SL004683,Noggin,Q13253,0,1,replaced,40,1
5909-51,5909-51_3,Protein,Nucleoside diphosphate kinase A,SL003687,Nucleoside diphosphate kinase A,P15531,1,0,replaced,1,1
4252-33,4252-33_4,Protein,Nucleoside diphosphate kinase A,SL003687,Nucleoside diphosphate kinase A,P15531,0,1,replaced,0.005,0.005
8446-4,8446-4_3,Protein,PACAP-27,SL011508,Pituitary adenylate cyclase-activating polypeptide 27,P18509,1,0,replaced,40,40
4593-11,4593-11_1,Protein,PACAP-27,SL011508,Pituitary adenylate cyclase-activating polypeptide 27,P18509,0,1,replaced,40,1
8450-36,8450-36_3,Protein,PACAP-38,SL011498,Pituitary adenylate cyclase-activating polypeptide 38,P18509,1,0,replaced,40,40
4594-22,4594-22_2,Protein,PACAP-38,SL011498,Pituitary adenylate cyclase-activating polypeptide 38,P18509,0,1,replaced,40,40
4330-4,4330-4_2,Protein,PSA,SL000062,Prostate-specific antigen,P07288,0,1,replaced,40,40
8468-19,8468-19_3,Protein,PSA,SL000062,Prostate-specific antigen,P07288,1,0,replaced,40,40
5478-50,5478-50_2,Protein,PSMA,SL000158,Glutamate carboxypeptidase 2,Q04609,1,0,replaced,40,40
3218-8,3218-8_2,Protein,PSMA,SL000158,Glutamate carboxypeptidase 2,Q04609,0,1,replaced,40,1
5918-5,5918-5_3,Protein,PSME1,SL008176,Proteasome activator complex subunit 1,Q06323,1,0,replaced,1,1
5022-61,5022-61_1,Protein,PSME1,SL008176,Proteasome activator complex subunit 1,Q06323,0,1,replaced,1,1
5954-62,5954-62_3,Protein,PTH,SL003970,Parathyroid hormone,P01270,1,0,replaced,40,40
3726-62,3726-62_4,Protein,PTH,SL003970,Parathyroid hormone,P01270,0,1,replaced,40,40
5480-49,5480-49_3,Protein,RANTES,SL000563,C-C motif chemokine 5,P13501,1,0,replaced,1,1
2523-31,2523-31_3,Protein,RANTES,SL000563,C-C motif chemokine 5,P13501,0,1,replaced,1,0.005
5481-16,5481-16_3,Protein,RASA1,SL013754,Ras GTPase-activating protein 1,P20936,1,0,replaced,40,40
4462-8,4462-8_2,Protein,RASA1,SL013754,Ras GTPase-activating protein 1,P20936,0,1,replaced,40,40
5482-61,5482-61_3,Protein,RBP,SL000566,Retinol-binding protein 4,P02753,1,0,replaced,0.005,0.005
3641-49,3641-49_4,Protein,RBP,SL000566,Retinol-binding protein 4,P02753,0,1,replaced,0.005,0.005
5483-1,5483-1_3,Protein,RGMA,SL010467,Repulsive guidance molecule A,Q96B86,1,0,replaced,1,1
3833-10,3833-10_2,Protein,RGMA,SL010467,Repulsive guidance molecule A,Q96B86,0,1,replaced,40,1
8474-6,8474-6_3,Protein,ROR1,SL006114,Tyrosine-protein kinase transmembrane receptor ROR1,Q01973,1,0,replaced,1,1
2590-69,2590-69_4,Protein,ROR1,SL006114,Tyrosine-protein kinase transmembrane receptor ROR1,Q01973,0,1,replaced,1,1
5957-30,5957-30_3,Protein,Somatostatin-28,SL011510,Somatostatin-28,P61278,1,0,replaced,40,40
3729-16,3729-16_2,Protein,Somatostatin-28,SL011510,Somatostatin-28,P61278,0,1,replaced,40,40
5936-53,5936-53_3,Protein,TNF-a,SL002517,Tumor necrosis factor,P01375,1,0,replaced,40,40
3722-49,3722-49_2,Protein,TNF-a,SL002517,Tumor necrosis factor,P01375,0,1,replaced,40,40
5939-42,5939-42_3,Protein,TWEAK,SL004365,Tumor necrosis factor ligand superfamily member 12,O43508,1,0,replaced,40,40
2484-49,2484-49_3,Protein,TWEAK,SL004365,Tumor necrosis factor ligand superfamily member 12,O43508,0,1,replaced,1,1
5801-72,5801-72_3,Protein,b-NGF,SL000305,beta-nerve growth factor,P01138,1,0,replaced,40,40
4368-8,4368-8_2,Protein,b-NGF,SL000305,beta-nerve growth factor,P01138,0,1,replaced,40,40
5532-53,5532-53_3,Protein,bFGF-R,SL003060,Fibroblast growth factor receptor 1,P11362,1,0,replaced,0.005,0.005
2424-69,2424-69_4,Protein,bFGF-R,SL003060,Fibroblast growth factor receptor 1,P11362,0,1,replaced,1,1
5888-29,5888-29_3,Protein,eIF-5A-1,SL005687,Eukaryotic translation initiation factor 5A-1,P63241,1,0,replaced,40,1
3884-5,3884-5_1,Protein,eIF-5A-1,SL005687,Eukaryotic translation initiation factor 5A-1,P63241,0,1,replaced,40,40
8488-33,8488-33_3,Protein,gpIIbIIIa,SL000542,Integrin alpha-IIb: beta-3 complex,P08514 P05106,1,0,replaced,40,40
3739-72,3739-72_4,Protein,gpIIbIIIa,SL000542,Integrin alpha-IIb: beta-3 complex,P08514 P05106,0,1,replaced,40,1
5486-73,5486-73_3,Protein,sICAM-2,SL003177,Intercellular adhesion molecule 2,P13598,1,0,replaced,1,1
2842-68,2842-68_1,Protein,sICAM-2,SL003177,Intercellular adhesion molecule 2,P13598,0,1,replaced,40,40
5854-60,5854-60_3,Protein,tau,SL004230,Microtubule-associated protein tau,P10636,1,0,replaced,40,40
2653-62,2653-62_1,Protein,tau,SL004230,Microtubule-associated protein tau,P10636,0,1,replaced,40,40
